SEQ,VESSELCODE,PIC,MACH_DESC,MAKER_DESC,MATERIAL,MATERIAL_DESC,PART_NO,ROB,Recondition,WORK,LAW,Optimum,UNIT,UNIT_PRICE,EXPENSIVE_AMT,MAJOR_TARGET_AMT,Vessel_survey_item
19611,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027230,O-RING,110636,0,0,1,0,0,EA,0,,,
19612,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027232,RIVET,111183,0,0,1,0,0,EA,0,,,
19613,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027237,PLUG,111384,0,0,1,0,0,EA,0,,,
19614,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027238,NUT,112499,0,0,1,0,0,EA,0,,,
19615,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027240,SCREW,112912,0,0,1,0,0,EA,0,,,
19616,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027242,NUT,112913,0,0,1,0,0,EA,0,,,
19617,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027244,WASHER,112914,0,0,1,0,0,EA,0,,,
19618,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027246,MUFFLER,112933,0,0,1,0,0,EA,0,,,
19619,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027247,BALL; TPE,112945,0,0,1,0,0,EA,0,,,
19620,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027248,BALL; SANTOPRENE,112946,0,0,1,0,0,EA,0,,,
19621,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027249,BALL; FLUOROELASTOMER,112959,0,0,1,0,0,EA,0,,,
19622,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027250,SCREW,113747,0,0,1,0,0,EA,0,,,
19623,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027252,PLUG,113989,0,0,1,0,0,EA,0,,,
19624,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027253,PLUG,113990,0,0,1,0,0,EA,0,,,
19625,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027254,"PACKING, O-RING",114849,0,0,1,0,0,EA,0,,,
19626,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027257,NUT,114850,0,0,1,0,0,EA,0,,,
19627,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027260,"PACKING, O-RING",114866,0,0,1,0,0,EA,0,,,
19628,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027261,SCREW,114882,0,0,1,0,0,EA,0,,,
19629,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027266,"CONNECTOR, MALE",115671,0,0,1,0,0,EA,0,,,
19630,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027267,"PACKING, O-RING",162942,0,0,1,0,0,EA,0,,,
19631,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027268,"DIAPHRAGM, BACKUP; POLYURETHANE",183542,0,0,1,0,0,EA,0,,,
19632,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027269,COVER,185622,0,0,1,0,0,EA,0,,,
19633,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027270,"MANIFOLD, INLET",185624,0,0,1,0,0,EA,0,,,
19634,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027271,LABEL,186205,0,0,1,0,0,EA,0,,,
19635,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027272,BASE,186207,0,0,1,0,0,EA,0,,,
19636,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027274,GUIDE; ACETEAL,186691,0,0,1,0,0,EA,0,,,
19637,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027275,STOP; ACETEAL,186692,0,0,1,0,0,EA,0,,,
19638,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027276,GUIDE; POLYPROPYLENE,186776,0,0,1,0,0,EA,0,,,
19639,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027277,STOP; POLYPROPYLENE,186777,0,0,1,0,0,EA,0,,,
19640,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027278,COVER,187241,0,0,1,0,0,EA,0,,,
19641,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027279,GUIDE; SST,187242,0,0,1,0,0,EA,0,,,
19642,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027280,STOP; SST,187243,0,0,1,0,0,EA,0,,,
19643,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027281,MANIFOLD,187244,0,0,1,0,0,EA,0,,,
19644,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027282,PLATE,187711,0,0,1,0,0,EA,0,,,
19645,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027283,PLATE,187712,0,0,1,0,0,EA,0,,,
19646,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027285,LABEL,187732,0,0,1,0,0,EA,0,,,
19647,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027287,LABEL,189220,0,0,1,0,0,EA,0,,,
19648,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027289,DIAPHRAGM; SANTOPRENE,189536,0,0,1,0,0,EA,0,,,
19649,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027290,DIAPHRAGM; TPE,189537,0,0,1,0,0,EA,0,,,
19650,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027291,CLAMP,189540,0,0,1,0,0,EA,0,,,
19651,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027292,CLAMP,189540,0,0,1,0,0,EA,0,,,
19652,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027293,DIAPHRAGM; BUNA-N,190148,0,0,1,0,0,EA,0,,,
19653,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027294,DIAPHRAGM; FLUOROELASTOMER,190149,0,0,1,0,0,EA,0,,,
19654,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027295,"MANIFOLD, INLET",190246,0,0,1,0,0,EA,0,,,
19655,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027296,STRIP,191079,0,0,1,0,0,EA,0,,,
19656,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027298,PLATE,191837,0,0,1,0,0,EA,0,,,
19657,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027300,MANIFOLD,192060,0,0,1,0,0,EA,0,,,
19658,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027301,"MANIFOLD, INLET",192061,0,0,1,0,0,EA,0,,,
19659,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027302,"VALVE, DUCKBILL",192137,0,0,1,0,0,EA,0,,,
19660,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027303,SPACER,192138,0,0,1,0,0,EA,0,,,
19661,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027304,COVER,192558,0,0,1,0,0,EA,0,,,
19662,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027305,COVER,192559,0,0,1,0,0,EA,0,,,
19663,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027306,COVER,192560,0,0,1,0,0,EA,0,,,
19664,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027307,"MANIFOLD, OUTLET",192561,0,0,1,0,0,EA,0,,,
19665,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027308,"MANIFOLD, OUTLET",192562,0,0,1,0,0,EA,0,,,
19666,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027309,"MANIFOLD, OUTLET",192563,0,0,1,0,0,EA,0,,,
19667,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027310,"MANIFOLD, OUTLET",192566,0,0,1,0,0,EA,0,,,
19668,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027311,"MANIFOLD, OUTLET",192567,0,0,1,0,0,EA,0,,,
19669,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027312,"MANIFOLD, OUTLET",192568,0,0,1,0,0,EA,0,,,
19670,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027313,"MANIFOLD, INLET",192570,0,0,1,0,0,EA,0,,,
19671,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027314,"MANIFOLD, INLET",192571,0,0,1,0,0,EA,0,,,
19672,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027315,"MANIFOLD, INLET",192572,0,0,1,0,0,EA,0,,,
19673,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027316,"MANIFOLD, INLET",192575,0,0,1,0,0,EA,0,,,
19674,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027317,"MANIFOLD, INLET",192576,0,0,1,0,0,EA,0,,,
19675,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027318,"MANIFOLD, INLET",192577,0,0,1,0,0,EA,0,,,
19676,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027319,"PLUNGER, CARRIAGE",192594,0,0,1,0,0,EA,0,,,
19677,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027320,CARRIAGE,192595,0,0,1,0,0,EA,0,,,
19678,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027321,"PIN, CARRIAGE",192596,0,0,1,0,0,EA,0,,,
19679,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027322,"COVER, VALVE CHAMBER",192597,0,0,1,0,0,EA,0,,,
19680,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027323,COVER,192599,0,0,1,0,0,EA,0,,,
19681,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027326,COVER,192600,0,0,1,0,0,EA,0,,,
19682,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027329,"SHAFT, DIAPHRAGM",192601,0,0,1,0,0,EA,0,,,
19683,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027330,"HOUSING, CENTER",192602,0,0,1,0,0,EA,0,,,
19684,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027331,GUIDE; PVDF,192665,0,0,1,0,0,EA,0,,,
19685,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027332,STOP; PVDF,192668,0,0,1,0,0,EA,0,,,
19686,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027333,PLATE,192679,0,0,1,0,0,EA,0,,,
19687,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027334,GASKET,192765,0,0,1,0,0,EA,0,,,
19688,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027335,COVER,194246,0,0,1,0,0,EA,0,,,
19689,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027337,"COVER, EXHAUST",194247,0,0,1,0,0,EA,0,,,
19690,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027338,"PLATE, VALVE",194269,0,0,1,0,0,EA,0,,,
19691,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027339,LABEL,194352,0,0,1,0,0,EA,0,,,
19692,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027342,PLUG,194359,0,0,1,0,0,EA,0,,,
19693,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027344,PLUG,194360,0,0,1,0,0,EA,0,,,
19694,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027345,PLUG,194361,0,0,1,0,0,EA,0,,,
19695,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027346,PLUG,194362,0,0,1,0,0,EA,0,,,
19696,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027347,PLUG,194363,0,0,1,0,0,EA,0,,,
19697,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027348,PLUG,194365,0,0,1,0,0,EA,0,,,
19698,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027350,PLUG,194366,0,0,1,0,0,EA,0,,,
19699,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027351,PLUG,194367,0,0,1,0,0,EA,0,,,
19700,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027352,PLUG,194368,0,0,1,0,0,EA,0,,,
19701,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027353,PLUG,194369,0,0,1,0,0,EA,0,,,
19702,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027354,"HOUSING, CENTER",194380,0,0,1,0,0,EA,0,,,
19703,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027355,"PLATE, DIAPHRAGM, AIR SIDE",195025,0,0,1,0,0,EA,0,,,
19704,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027356,"MANIFOLD, INLET",241557,0,0,1,0,0,EA,0,,,
19705,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027357,"MANIFOLD, INLET",241558,0,0,1,0,0,EA,0,,,
19706,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027358,PLATE,290045,0,0,1,0,0,EA,0,,,
19707,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027363,BACKPLANE,3KXF002058U0100,0,0,1,0,0,EA,0,,,
19708,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027364,O-RING,D101A034U06,0,0,1,0,0,EA,0,,,
19709,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027365,CABLE GLAND,D150A004U15,0,0,1,0,0,EA,0,,,
19710,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027366,FUSE,D151B003U02,0,0,1,0,0,EA,0,,,
19711,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027367,FUSE,D151B003U05,0,0,1,0,0,EA,0,,,
19712,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027368,FRONT HOUSING COVER,D612A197U01,0,0,1,0,0,EA,0,,,
19713,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027370,FRONT HOUSING COVER,D612A197U02,0,0,1,0,0,EA,0,,,
19714,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027372,CONTACT BOARD ASSY,D682A016U01,0,0,1,0,0,EA,0,,,
19715,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027373,CONNECTION BOARD,D685A1089U01,0,0,1,0,0,EA,0,,,
19716,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027374,CONNECTION BOARD,D685A1090U01,0,0,1,0,0,EA,0,,,
19717,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027375,UNIVERSAL BACKPLANE,D685A1156U01,0,0,1,0,0,EA,0,,,
19718,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027378,SPARE PART CASE,ECS-1,0,0,1,0,0,EA,0,,,
19719,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027379,LAMP6,ECS-10,0,0,1,0,0,EA,0,,,
19720,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027380,FUSE,ECS-11,0,0,1,0,0,EA,0,,,
19721,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027381,FUSE,ECS-12,0,0,1,0,0,EA,0,,,
19722,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027382,LAMP7,ECS-13,0,0,1,0,0,EA,0,,,
19723,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027383,LAMP8,ECS-14,0,0,1,0,0,EA,0,,,
19724,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027384,LAMP9,ECS-15,0,0,1,0,0,EA,0,,,
19725,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027385,AC RELAY,ECS-16,0,0,1,0,0,EA,0,,,
19726,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027386,SOLENOID VALVE,ECS-17,0,0,1,0,0,EA,0,,,
19727,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027387,SOLENOID VALVE,ECS-18,0,0,1,0,0,EA,0,,,
19728,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027388,CLX FILTER,ECS-19,0,0,1,0,0,EA,0,,,
19729,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027389,PORTABLE TRO SENSOR,ECS-2,0,0,1,0,0,EA,0,,,
19730,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027390,DIAPHRAGM,ECS-20,0,0,1,0,0,EA,0,,,
19731,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027391,AIR PUMP FILTER & REGULATION,ECS-21,1,0,1,0,0,EA,46.41,,,
19732,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027392,MAGNET SWITCH,ECS-22,2,0,1,0,0,EA,0,,,
19733,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027393,ECU STUD BOLT & NUT SET,ECS-23,0,0,1,0,0,EA,0,,,
19734,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027394,ECU STUD BOLT & NUT SET,ECS-24,0,0,1,0,0,EA,0,,,
19735,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027395,ECU NON-ASBESTOS GASKET,ECS-25,0,0,1,0,0,EA,0,,,
19736,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027396,ECU NON-ASBESTOS GASKET,ECS-26,0,0,1,0,0,EA,0,,,
19737,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027397,SPARE PART CASE,ECS2600B-1,0,0,1,0,0,EA,0,,,
19738,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027398,CLX REAGENT,ECS2600B-1,2,0,1,0,0,EA,74.35,,148.7,
19739,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027399,FUSE,ECS2600B-10,8,0,1,0,0,EA,0,,,
19740,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027400,FUSE,ECS2600B-11,6,0,1,0,0,EA,0,,,
19741,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027401,PRU LAMP,ECS2600B-12,2,0,1,0,0,EA,0,,,
19742,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027402,PRU LAMP,ECS2600B-13,2,0,1,0,0,EA,0,,,
19743,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027403,PRU LAMP,ECS2600B-14,2,0,1,0,0,EA,0,,,
19744,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027404,AC RELAY,ECS2600B-15,8,0,1,0,0,EA,0,,,
19745,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027405,SOLENOID VALVE,ECS2600B-16,0,0,1,0,0,EA,0,,,
19746,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027406,SOLENOID VALVE,ECS2600B-17,1,0,1,0,0,EA,0,,,
19747,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027407,CLX FILTER,ECS2600B-18,2,0,1,0,0,EA,0,,,
19748,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027408,DIAPHRAGM,ECS2600B-19,3,0,1,0,0,EA,0,,,
19749,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027409,PORTABLE TRO SENSOR,ECS2600B-2,0,0,1,0,0,EA,0,,,
19750,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027410,NEUTRALIZING AGENT FOR ANU,ECS2600B-2,70,0,1,0,0,EA,19.4,,"1,358",
19751,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027411,MAGNET SWITCH,ECS2600B-20,0,0,1,0,0,EA,0,,,
19752,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027412,AIR PUMP FILTER & REGULATION,ECS2600B-21,0,0,1,0,0,EA,0,,,
19753,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027413,ECU STUD BOLT & NUT SET,ECS2600B-22,10,0,1,0,0,EA,0,,,
19754,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027414,ECU STUD BOLT & NUT SET,ECS2600B-23,10,0,1,0,0,EA,0,,,
19755,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027415,ECU NON-ASBESTOS GASKET,ECS2600B-24,0,0,1,0,0,EA,0,,,
19756,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027416,ECU NON-ASBESTOS GASKET,ECS2600B-25,0,0,1,0,0,EA,0,,,
19757,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027417,EM EYE BOLT,ECS2600B-26,4,0,1,0,0,EA,0,,,
19758,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027418,EM EYE BOLT,ECS2600B-27,0,0,1,0,0,EA,0,,,
19759,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027419,CRC REPAIR PART,ECS2600B-28,1,0,1,0,0,EA,0,,,
19760,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027420,DC RELAY,ECS2600B-3,0,0,1,0,0,EA,0,,,
19761,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027421,PURIFIED WATER,ECS2600B-3,10,0,1,0,0,EA,2.24,,,
19762,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027422,AC RELAY,ECS2600B-4,0,0,1,0,0,EA,0,,,
19763,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027423,LAMP1,ECS2600B-5,4,0,1,0,0,EA,0,,,
19764,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027424,LAMP2,ECS2600B-6,4,0,1,0,0,EA,0,,,
19765,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027425,LAMP3,ECS2600B-7,0,0,1,0,0,EA,0,,,
19766,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027426,LAMP4,ECS2600B-8,0,0,1,0,0,EA,0,,,
19767,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027427,LAMP5,ECS2600B-9,0,0,1,0,0,EA,0,,,
19768,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027428,EM EYE BOLT,ECS-27,0,0,1,0,0,EA,0,,,
19769,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027429,EM EYE BOLT,ECS-28,0,0,1,0,0,EA,0,,,
19770,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027430,CRC REPAIR PART,ECS-29,0,0,1,0,0,EA,0,,,
19771,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027431,DC RELAY,ECS-3,8,0,1,0,0,EA,0,,,
19772,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027432,CABLE REEL,ECS-30,0,0,1,0,0,EA,0,,,
19773,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027433,AC RELAY,ECS-4,4,0,1,0,0,EA,0,,,
19774,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027434,LAMP1,ECS-5,0,0,1,0,0,EA,0,,,
19775,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027435,LAMP2,ECS-6,0,0,1,0,0,EA,0,,,
