SEQ,VESSELCODE,PIC,MACH_DESC,MAKER_DESC,MATERIAL,MATERIAL_DESC,PART_NO,ROB,Recondition,WORK,LAW,Optimum,UNIT,UNIT_PRICE,EXPENSIVE_AMT,MAJOR_TARGET_AMT,Vessel_survey_item
19467,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012803,ROD,AHC-GS-19,0,0,1,0,0,EA,0,,,
19468,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012804,BONNET,AHC-GS-2,0,0,1,0,0,EA,0,,,
19469,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012805,UPP. COVER,AHC-GS-20,0,0,1,0,0,EA,0,,,
19470,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012806,INDICATOR,AHC-GS-21,0,0,1,0,0,EA,0,,,
19471,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012807,ROD COVER,AHC-GS-22,0,0,1,0,0,EA,0,,,
19472,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012808,STUD BOLT,AHC-GS-23,0,0,1,0,0,EA,0,,,
19473,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012809,BY-PASS VALVE ASS'Y,AHC-GS-24,0,0,1,0,0,EA,0,,,
19474,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012810,COUPLER,AHC-GS-25,0,0,1,0,0,EA,0,,,
19475,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012811,THRUST WASHER,AHC-GS-26,0,0,1,0,0,EA,0,,,
19476,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012812,HANDWHEEL STEM,AHC-GS-27,0,0,1,0,0,EA,0,,,
19477,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012813,LOCK NUT,AHC-GS-28,0,0,1,0,0,EA,0,,,
19478,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012814,HANDWHEEL,AHC-GS-29,0,0,1,0,0,EA,0,,,
19479,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012815,SEAT,AHC-GS-3,0,0,1,0,0,EA,0,,,
19480,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012816,TEE,AHC-GS-30,0,0,1,0,0,EA,0,,,
19481,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012817,COUPLING FOR EME'Y HAND PUMP,AHC-GS-31,0,0,1,0,0,EA,0,,,
19482,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012818,STEM,AHC-GS-4,0,0,1,0,0,EA,0,,,
19483,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012819,PACKING,AHC-GS-5,0,0,1,0,0,EA,0,,,
19484,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012820,DISC,AHC-GS-6,0,0,1,0,0,EA,0,,,
19485,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012821,PACKING GLAND,AHC-GS-7,0,0,1,0,0,EA,0,,,
19486,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012822,HEX. NUT,AHC-GS-8,0,0,1,0,0,EA,0,,,
19487,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012823,BACK SEAT RING,AHC-GS-9,0,0,1,0,0,EA,0,,,
19488,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012824,BODY,AHD-00-1,0,0,1,0,0,EA,0,,,
19489,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012825,LEVEL GAUGE,AHD-00-10,0,0,1,0,0,EA,0,,,
19490,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012826,BLOCK,AHD-00-11,0,0,1,0,0,EA,0,,,
19491,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012827,STAND,AHD-00-12,0,0,1,0,0,EA,0,,,
19492,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012828,PLUG,AHD-00-13,0,0,1,0,0,EA,0,,,
19493,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012829,CONNECTOR,AHD-00-14,0,0,1,0,0,EA,0,,,
19494,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012830,O-RING,AHD-00-15,0,0,1,0,0,EA,0,,,
19495,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012831,O-RING,AHD-00-16,0,0,1,0,0,EA,0,,,
19496,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012832,O-RING,AHD-00-17,0,0,1,0,0,EA,0,,,
19497,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012833,O-RING,AHD-00-18,0,0,1,0,0,EA,0,,,
19498,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012834,INDICATOR,AHD-00-19,0,0,1,0,0,EA,0,,,
19499,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012835,COVER,AHD-00-2,0,0,1,0,0,EA,0,,,
19500,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012836,SHAFT,AHD-00-3,0,0,1,0,0,EA,0,,,
19501,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012837, SLEEVE,AHD-00-4,0,0,1,0,0,EA,0,,,
19502,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012838,ROTATE RING,AHD-00-5,0,0,1,0,0,EA,0,,,
19503,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012839,HANDLE,AHD-00-6,0,0,1,0,0,EA,0,,,
19504,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012840,CYLINDER,AHD-00-7,0,0,1,0,0,EA,0,,,
19505,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012841,PISTON,AHD-00-8,0,0,1,0,0,EA,0,,,
19506,HHDG,,MANUAL HYD. REMOTE CONTROL OPERATOR FOR VALVES,TAEIL ENGINEERING CO.,VS.PIS.9012842,OIL PLUG,AHD-00-9,0,0,1,0,0,EA,0,,,
19507,HHDG,,F.O. FLOWMETER,EMERSON,VS.BWS.9025688,G/E FLOWMETER SENSOR,F050S122CRAZEZZZZ,0,0,1,0,0,EA,0,,,
19508,HHDG,,F.O. FLOWMETER,EMERSON,VS.BWS.9025689,M/E FLOWMETER SENSOR,F100S139CRAZEZZZZ,0,0,1,0,0,EA,0,,,
19509,HHDG,,F.O. FLOWMETER,EMERSON,VS.BWS.9025690,TRANSMITTER OF ME & GE FLOWMETER,1700C12ABZEZZZPK,0,0,2,0,0,EA,0,,,
19510,HHDG,,F.O. FLOWMETER,EMERSON,VS.FOS.9037346,DISPLAY MODULE,F050S122CRAZEZZZZ-DISPLY MODULE,1,0,0,0,0,EA,"1,693.54","1,693.54","1,693.54",
19511,HHDG,,F.O. FLOWMETER,EMERSON,VS.FOS.9038815,TRANSMITTER,1700C12ABZEZZZ PK,0,0,2,0,0,EA,0,,,
19512,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068084,TOOL BOX,800LX200WX150H,0,0,1,0,0,EA,0,,,
19513,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068085,FIXED COVER,HT101-1,0,0,1,0,0,EA,0,,,
19514,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068086,STUD B/N/W,HT101-10,0,0,1,0,0,EA,0,,,
19515,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068087,SEAT GASKET,HT101-11,0,0,1,0,0,EA,0,,,
19516,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068088,HOT IN/OUT CONN.,HT101-12,0,0,1,0,0,EA,0,,,
19517,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068089,COLD IN/OUT CONN.,HT101-13,0,0,1,0,0,EA,0,,,
19518,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068090,SHROUD,HT101-14,0,0,1,0,0,EA,0,,,
19519,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068091,SWAY SUPPORT PLATE,HT101-15,0,0,1,0,0,EA,0,,,
19520,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068092,MOVABLE COVER,HT101-2,0,0,1,0,0,EA,0,,,
19521,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068093,PLATE/GASKET,HT101-3,0,0,1,0,0,EA,0,,,
19522,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068094,GUIDE BAR,HT101-4,0,0,1,0,0,EA,0,,,
19523,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068095,TIE BOLT,HT101-5,0,0,1,0,0,EA,0,,,
19524,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068096,SUPPORT COLUMN,HT101-6,0,0,1,0,0,EA,0,,,
19525,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068097,FRONT MOUNT. FEET,HT101-7,0,0,1,0,0,EA,0,,,
19526,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068098,REAR MOUNT. FEET,HT101-8,0,0,1,0,0,EA,0,,,
19527,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068099,INSTRUMENT FLANGE,HT101-9,0,0,1,0,0,EA,0,,,
19528,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068100,AIR VENT VALVE,HT101-A,0,0,1,0,0,EA,0,,,
19529,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068101,DRAIN VALVE,HT101-B,0,0,1,0,0,EA,0,,,
19530,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068102,THERMOMETER,HT101-C,0,0,1,0,0,EA,0,,,
19531,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068103,PRESSURE GAUGE,HT101-D,0,0,1,0,0,EA,0,,,
19532,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068104,CONN. NAME PLATE,HT101-E,0,0,1,0,0,EA,0,,,
19533,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068105,NAME PLATE,HT101-F,0,0,1,0,0,EA,0,,,
19534,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068106,GASKET (HT101),HT101-GASKET,0,0,1,0,0,EA,0,,,
19535,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068107,PLATE (HT101),HT101-PLATE,0,0,1,0,0,EA,0,,,
19536,HHDG,,M/E J.F.W COOLER,"LHE CO., LTD",VS.MES.9068108,SPANNER-M24,SPANNER-M24,0,0,1,0,0,EA,0,,,
19537,HHDG,,SOUND POWER TELEPHONE SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033463,TX/RX UNIT,HST-12S-1,0,0,1,0,0,EA,0,,,
19538,HHDG,,SOUND POWER TELEPHONE SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033464,HAND SET CORD,HST-12S-2,0,0,1,0,0,EA,0,,,
19539,HHDG,,SOUND POWER TELEPHONE SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033465,HANDSET RX FASTENER,HST-12S-3,0,0,1,0,0,EA,0,,,
19540,HHDG,,SOUND POWER TELEPHONE SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033466,HANDSET TX FASTENER,HST-12S-4,0,0,1,0,0,EA,0,,,
19541,HHDG,,SOUND POWER TELEPHONE SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033467,LED,HST-12S-5,0,0,1,0,0,EA,0,,,
19542,HHDG,,MARINE CLOCK SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.NAS.9035757,FUSE,HSC-MQ1-1,0,0,1,0,0,EA,0,,,
19543,HHDG,,MARINE CLOCK SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.NAS.9035758,FUSE,HSC-MQ1-2,0,0,1,0,0,EA,0,,,
19544,HHDG,,MARINE CLOCK SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.NAS.9035759,TR 2SA1266,HSC-MQ1-3,0,0,1,0,0,EA,0,,,
19545,HHDG,,MARINE CLOCK SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.NAS.9035760,TR BDX54C,HSC-MQ1-3,0,0,1,0,0,EA,0,,,
19546,HHDG,,MARINE CLOCK SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.NAS.9035761,TR 2SC3198,HSC-MQ1-4,0,0,1,0,0,EA,0,,,
19547,HHDG,,MARINE CLOCK SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.NAS.9035762,TR BDX53C,HSC-MQ1-5,0,0,1,0,0,EA,0,,,
19548,HHDG,,MARINE CLOCK SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.NAS.9035763,RESISTANCE,HSC-MQ1-6,0,0,1,0,0,EA,0,,,
19549,HHDG,,MARINE CLOCK SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.NAS.9035764,RELAY JW1FSN,HSC-MQ1-7,0,0,1,0,0,EA,0,,,
19550,HHDG,,MARINE CLOCK SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.NAS.9039520,"3-HAND SLAVE CLOCK (W/E.L), HSC-212S",MSC-200M-031,0,0,1,0,0,EA,0,,,
19551,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.BWS.9013412,MANUAL CALL POINT (CONSOLE MOUNTING TYPE),BMCP-2001,1,0,2,0,0,SET,206.71,206.71,206.71,
19552,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030021,GLASS FOR MANUAL CALL POINT,BCP-2000-01,0,0,1,0,0,EA,0,,,
19553,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030022,SPARE PART BOX,BCP-2000-01,0,0,1,0,0,EA,0,,,
19554,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030023,ADDRESS CARD,BI-AC1,0,0,1,0,0,EA,0,,,
19555,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030024,HEAT DETECTOR HEAD,BI-HD1,3,0,1,0,0,EA,91.72,,275.16,
19556,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030025,TEST KIT FOR SMOKE & HEAT (TEST BAR 4M),BI-HD1-1,0,0,1,0,0,EA,0,,,
19557,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030026,MAGNETIC DOOR HOLDER,BI-MDH1,0,0,1,0,0,EA,0,,,
19558,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030027,OPTICAL SMOKE DETECTOR (NWT),BI-OSD,10,0,1,0,0,EA,82.55,,825.5,
19559,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030028,GLASS FOR MANUAL CALL POINT,BI-OSD,0,0,1,0,0,EA,0,,,
19560,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030029,OPTICAL SMOKE DETECTOR (WT),BI-OSDW,0,0,1,0,0,EA,0,,,
19561,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030030,GAS BOTTLE,BI-SB01,0,0,1,0,0,EA,0,,,
19562,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030031,TEST PIN FOR MANUAL CALL POINT,BI-SB01,10,0,1,0,0,EA,0.84,,,
19563,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030032,OPTICAL SMOKE DETECTOR HEAD,BI-SB01-1,0,0,1,0,0,EA,0,,,
19564,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030033,SPARE PART BOX,BI-SPB01,0,0,1,0,0,EA,0,,,
19565,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030034,GAS BOTTLE,BI-SPB01,0,0,1,0,0,EA,0,,,
19566,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030035,MANUAL CALL POINT (NWT),BMCP-2000,1,0,1,0,0,EA,79.86,,,
19567,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030036,MANUAL CALL POINT (WT),BMCPW-2000,0,0,1,0,0,EA,0,,,
19568,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9030037,FLAME DETECTOR HEAD,JINDOGAE-UV,4,0,1,0,0,EA,348.71,348.71,"1,394.84",
19569,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9036299,TIMER,BDS-4027-1,0,0,0,0,0,EA,0,,,
19570,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9036384,SMPS(SWITCHED-MODE POWER SUPPLY),SMPS,0,0,1,0,0,EA,0,,,
19571,HHDG,,FIRE ALARM & DETECTING SYSTEM(C),"B-I INDUSTRIAL CO., LTD",VS.SAE.9036515,WORKSHOP TIMER SET,BI-TDU,0,0,1,0,0,EA,0,,,
19572,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.BWS.9017395,PCB FOR MAIN CONTROLLER,PMC-9722,0,0,2,0,0,SET,0,,,
19573,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033468,REMOTE CONTROLLER ASS'Y,HBC-210F,0,0,1,0,0,EA,0,,,
19574,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033469,MICROPHONE CONNECTION BOX ASS'Y,HMC-601A,0,0,1,0,0,EA,0,,,
19575,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033470,MICROPHONE & SPEAKER CONNECTION BOX ASS'Y,HMS-602A,0,0,1,0,0,EA,0,,,
19576,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033471,RELAY,HPA-9700-1,0,0,1,0,0,EA,0,,,
19577,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033472,MINI FUSE,HPA-9700-10,0,0,1,0,0,EA,0,,,
19578,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033473,DIODE,HPA-9700-11,0,0,1,0,0,EA,0,,,
19579,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033474,VARIABLE RESISTANCE,HPA-9700-12,0,0,1,0,0,EA,0,,,
19580,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033475,MICROPHONE,HPA-9700-13,0,0,1,0,0,EA,0,,,
19581,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033476,ZENER DIODE,HPA-9700-14,0,0,1,0,0,EA,0,,,
19582,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033477,RELAY,HPA-9700-2,0,0,1,0,0,EA,0,,,
19583,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033478,RELAY,HPA-9700-3,0,0,1,0,0,EA,0,,,
19584,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033479,LED LAMP,HPA-9700-4,0,0,1,0,0,EA,0,,,
19585,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033480,TRANSISTOR,HPA-9700-5,0,0,1,0,0,EA,0,,,
19586,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033481,PUSH S/W,HPA-9700-6,0,0,1,0,0,EA,0,,,
19587,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033482,RECTIFIER,HPA-9700-7,0,0,1,0,0,EA,0,,,
19588,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033483,FUSE,HPA-9700-8,0,0,1,0,0,EA,0,,,
19589,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9033484,FUSE,HPA-9700-9,0,0,1,0,0,EA,0,,,
19590,HHDG,,PUBLIC ADDRESS SYSTEM,"HANSHIN ELECTRONICS CO.,LTD.",VS.ICS.9034295,WATER TIGHT SPEAKER,HWS-131A,0,0,1,0,0,EA,0,,,
19591,HHDG,,BRIDGE NAVIGATIONAL WATCH ALARM SYSTEM,MARSEN,VS.NAS.9035765,MONITORING PANEL,WATCH-2000-1,0,0,1,0,0,EA,0,,,
19592,HHDG,,BRIDGE NAVIGATIONAL WATCH ALARM SYSTEM,MARSEN,VS.NAS.9035766,BOARD,WATCH-2000-2,0,0,1,0,0,EA,0,,,
19593,HHDG,,BRIDGE NAVIGATIONAL WATCH ALARM SYSTEM,MARSEN,VS.NAS.9035767,ALARM BOX,WATCH-2000-3,0,0,1,0,0,EA,0,,,
19594,HHDG,,BRIDGE NAVIGATIONAL WATCH ALARM SYSTEM,MARSEN,VS.NAS.9035768,RESET S/W & B.Z BOX,WATCH-2000-4,0,0,1,0,0,EA,0,,,
19595,HHDG,,BRIDGE NAVIGATIONAL WATCH ALARM SYSTEM,MARSEN,VS.NAS.9035769,RESET S/W & B.Z BOX,WATCH-2000-5,0,0,1,0,0,EA,0,,,
19596,HHDG,,BRIDGE NAVIGATIONAL WATCH ALARM SYSTEM,MARSEN,VS.NAS.9035770,SPARE PART BOX,WATCH-2000-SPARE-1,0,0,1,0,0,EA,0,,,
19597,HHDG,,BRIDGE NAVIGATIONAL WATCH ALARM SYSTEM,MARSEN,VS.NAS.9035771,ILLUMINATED PUSH BUTTON,WATCH-2000-SPARE-2,3,0,1,0,0,EA,63.48,,190.44,
19598,HHDG,,BRIDGE NAVIGATIONAL WATCH ALARM SYSTEM,MARSEN,VS.NAS.9035772,BUZZER,WATCH-2000-SPARE-3,3,0,1,0,0,EA,86.24,,258.72,
19599,HHDG,,BRIDGE NAVIGATIONAL WATCH ALARM SYSTEM,MARSEN,VS.NAS.9035773,BUZZER,WATCH-2000-SPARE-4,3,0,1,0,0,EA,56.43,,169.29,
19600,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027211,NUT,100179,0,0,1,0,0,EA,0,,,
19601,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027213,LOCKWASHER,100718,0,0,1,0,0,EA,0,,,
19602,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027215,PLUG,102726,0,0,1,0,0,EA,0,,,
19603,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027216,SCREW,102790,0,0,1,0,0,EA,0,,,
19604,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027218,BALL; SST,103462,0,0,1,0,0,EA,0,,,
19605,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027219,BALL; PTFE,108639,0,0,1,0,0,EA,0,,,
19606,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027220,"PACKING, O-RING",108808,0,0,1,0,0,EA,0,,,
19607,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027221,"PACKING, U-CUP",108808,0,0,1,0,0,EA,0,,,
19608,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027226,DIAPHRAGM; PTFE,108839,0,0,1,0,0,EA,0,,,
19609,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027227,BALL; BUNA-N,108944,0,0,1,0,0,EA,0,,,
19610,HHDG,,BALLAST WATER TREATMENT SYSTEM(C),TECHCROSS,VS.AUS.9027228,O-RING,110004,0,0,1,0,0,EA,0,,,
